"DATE OF CONTACT","TIME OF CONTACT","INCIDENT NUMBER","STEP INDICATOR","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","MOTIVATION FOR STOP DESC","RACE DESCRIPTION","SEX DESCRIPTION","AGE AT CONTACT","RESIDENCY CODE","REASON FOR STOP","TYPE OF VIOLATION","CRIME CATEGORY","CRIME CATEGORY DESCRIPTION","CRIME CODE","CRIME DESCRIPTION","CRIME STATUS DESCRIPTION","VEHICLE YEAR","VEHICLE CONSENT SEARCH REQUESTED","VEHICLE CONSENT SEARCH GRANTED","PARAPHRENALIA FOUND VEHICLE CONSENT SEARCH","ALCOHOL FOUND VEHICLE CONSENT SEARCH","WEAPON FOUND VEHICLE CONSENT SEARCH","STOLEN PROPERTY FOUND VEHICLE CONSENT SEARCH","OTHER CONTRABAND FOUND VEHICLE CONSENT SEARCH","DRUG AMOUNT FOUND VEHICLE CONSENT SEARCH","CANINE SNIFF PERFORMED","CANINE ALERTED","CANINE SEARCH CONDUCTED","PARAPHRENALIA FOUND CANINE SEARCH","ALCOHOL FOUND CANINE SEARCH","WEAPON FOUND CANINE SEARCH","STOLEN PROPERTY FOUND CANINE SEARCH","OTHER CONTRABAND FOUND CANINE SEARCH","DRUG AMOUNT FOUND CANINE SEARCH","ANY CONTRABAND FOUND IN VEHICLE CONSENT OR CANINE SEARCH","CONSENT OR DOG SNIFF SEARCH CONDUCTED","MAPPING ADDRESS"
"2014 Mar 18 12:00:00 AM","17:49","UW1400418","NOT STEP","546-09","0","LINCOLN","SPRINGFIELD",,"WHITE","MALE","23","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6638","ELECTRONIC COMMUNICATION-TEXTING","TRAFFIC WARNING TICKET","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2014 Mar 18 12:00:00 AM","20:56","UW1400420","NOT STEP","546-09","1100","UNIVERSITY AVE W",,,"WHITE","MALE","19","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1100 UNIVERSITY AVE W"
"2015 Mar 18 12:00:00 AM","00:02","UT1501116","NOT STEP","576-13","1000","VINE S",,,"WHITE","FEMALE","19","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 VINE S"
"2015 Mar 18 12:00:00 AM","00:02","UT1501116","NOT STEP","576-13","1000","VINE S",,,"WHITE","FEMALE","19","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 VINE S"
"2015 Mar 18 12:00:00 AM","00:04","UT1501117","NOT STEP","605-13","0","WINDSOR","VINE",,"BLACK","MALE","25","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WINDSOR"
"2015 Mar 18 12:00:00 AM","00:05","UT1501118","NOT STEP","575-01","0","GOODWIN","ILLINOIS",,"WHITE","FEMALE","32","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GOODWIN"
"2015 Mar 18 12:00:00 AM","00:05","UT1501118","NOT STEP","575-01","0","GOODWIN","ILLINOIS",,"WHITE","FEMALE","32","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GOODWIN"
"2015 Mar 18 12:00:00 AM","00:46","UU1501334","NOT STEP","518-05","1600","LINCOLN AVENUE N",,,"BLACK","MALE","24","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","2482","DRIVING UNDER REVOKED LICENSE","CLEARED BY ADULT ARREST","2011","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1600 LINCOLN AVENUE N"
"2015 Mar 18 12:00:00 AM","02:25","UT1501119","NOT STEP","575-01","700","MATHEWS S",,,"BLACK","MALE","42","N","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6671","IMPROPER LANE USAGE-ONE-WAY ST","CLEARED BY ADULT ARREST","2012","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","700 MATHEWS S"
"2015 Mar 18 12:00:00 AM","10:56","UT1501144","NOT STEP","545-08","1200","UNIVERSITY W",,,"BLACK","FEMALE","21","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1200 UNIVERSITY W"
"2015 Mar 18 12:00:00 AM","10:56","UT1501144","NOT STEP","545-08","1200","UNIVERSITY W",,,"BLACK","FEMALE","21","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6602","SPEEDING (PACED)","CLEARED BY ADULT ARREST","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1200 UNIVERSITY W"
"2015 Mar 18 12:00:00 AM","14:10","UT1501122","NOT STEP","606-03","0","MICHIGAN","PHILO",,"BLACK","FEMALE","21","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2481","DRIVING UNDER SUSPENDED LICENSE","CLEARED BY ADULT ARREST","1998","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MICHIGAN"
"2015 Mar 18 12:00:00 AM","14:10","UT1501122","NOT STEP","606-03","0","MICHIGAN","PHILO",,"BLACK","FEMALE","21","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","1998","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MICHIGAN"
"2015 Mar 18 12:00:00 AM","22:07","UT1501146","NOT STEP","546-02","0","LINCOLN","WASCHER",,"ASIAN","MALE","21","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2015 Mar 18 12:00:00 AM","22:37","UW1500301","NOT STEP","546-02","0","LINCOLN","WASCHER",,"ASIAN","MALE","20","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2016 Mar 18 12:00:00 AM","09:30","UW1600368","NOT STEP","546-06","0","BESLIN","GOODWIN","TRAFFIC ISSUE","BLACK","MALE","38","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2013","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 BESLIN"
"2016 Mar 18 12:00:00 AM","09:30","UW1600368","NOT STEP","546-06","0","BESLIN","GOODWIN","TRAFFIC ISSUE","BLACK","MALE","38","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","TRAFFIC WARNING TICKET","2013","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 BESLIN"
"2016 Mar 18 12:00:00 AM","09:51","UT1601508","NOT STEP","546-09","0","LINCOLN","UNIVERSITY","TRAFFIC ISSUE","BLACK","FEMALE","25","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2016 Mar 18 12:00:00 AM","10:20","UT1601504S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","FEMALE","23","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","10:22","UU1601396S","STEP","576-13","200","FLORIDA W",,"TRAFFIC ISSUE","WHITE","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2009","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 FLORIDA W"
"2016 Mar 18 12:00:00 AM","10:22","UU1601396S","STEP","576-13","200","FLORIDA W",,"TRAFFIC ISSUE","WHITE","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2462","OPERATE MV W/SUSPEND REGISTRATION","CLEARED BY ADULT ARREST","2009","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 FLORIDA W"
"2016 Mar 18 12:00:00 AM","10:22","UU1601396S","STEP","576-13","200","FLORIDA W",,"TRAFFIC ISSUE","WHITE","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2009","false","false","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 FLORIDA W"
"2016 Mar 18 12:00:00 AM","10:55","UT1601503S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","FEMALE","65","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","11:08","UT1601492S","STEP","575-15","0","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","MALE","22","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6638","ELECTRONIC COMMUNICATION-TEXTING","CLEARED BY ADULT ARREST","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","11:10","UT1601502S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","MALE","26","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","11:29","UT1601500S","STEP","575-14","0","RACE","FLORIDA","TRAFFIC ISSUE","WHITE","MALE","48","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2012","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2016 Mar 18 12:00:00 AM","11:37","UT1601491S","STEP","575-15","200","FLORIDA W",,"TRAFFIC ISSUE","BLACK","FEMALE","59","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2012","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 FLORIDA W"
"2016 Mar 18 12:00:00 AM","11:57","UW1600365","NOT STEP","575-14","0","RACE","FLORIDA","TRAFFIC ISSUE","BLACK","FEMALE","42","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2016 Mar 18 12:00:00 AM","11:58","UT1601490S","STEP","575-15","200","FLORIDA W",,"TRAFFIC ISSUE","BLACK","MALE","49","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 FLORIDA W"
"2016 Mar 18 12:00:00 AM","12:14","UT1601501S","STEP","575-14","0","RACE","FLORIDA","TRAFFIC ISSUE","WHITE","FEMALE","21","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2016 Mar 18 12:00:00 AM","12:16","UW1600364S","STEP","575-15","200","RACE ST W",,"TRAFFIC ISSUE","WHITE","MALE","26","N","MOVING VIOLATION","SEAT BELT","C28","Traffic Offenses","2485","SEAT BELT-DRIVER & PASSENGER","TRAFFIC WARNING TICKET","1998","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","200 RACE ST W"
"2016 Mar 18 12:00:00 AM","12:30","UT1601489S","STEP","575-15","0","FLORIDA","RACE","TRAFFIC ISSUE","HISPANIC","MALE","48","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","1991","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","12:39","UW1600366S","STEP","575-14","0","RACE","FLORIDA","TRAFFIC ISSUE","BLACK","FEMALE","38","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2016 Mar 18 12:00:00 AM","12:53","UT1601493S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","MALE","39","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Apr 20 12:00:00 AM","13:14","UT1501673S","STEP","607-02","1600","HIGHCROSS S",,,"WHITE","FEMALE","84","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1600 HIGHCROSS S"
"2016 Mar 18 12:00:00 AM","12:53","UT1601493S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","MALE","39","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","12:53","UT1601493S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","MALE","39","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2485","SEAT BELT-DRIVER & PASSENGER","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","12:53","UT1601493S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","MALE","39","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2481","DRIVING UNDER SUSPENDED LICENSE","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","13:00","UT1601488S","STEP","575-15","0","FLORIDA","RACE","TRAFFIC ISSUE","WHITE","FEMALE","31","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2011","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","13:16","UT1601487S","STEP","575-15","0","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","MALE","43","Y","MOVING VIOLATION","SEAT BELT","C28","Traffic Offenses","2485","SEAT BELT-DRIVER & PASSENGER","CLEARED BY ADULT ARREST","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","13:25","UT1601497S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","13:25","UT1601497S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2016 Mar 18 12:00:00 AM","13:25","UT1601497S","STEP","575-14","0","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","FEMALE","24","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6623","CHILD RESTRAINT VIOLATIONS","CLEARED BY ADULT ARREST","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
